"","Unnamed: 0","Unnamed: 0.1","steam_appid","categories","genres","header_image","short_description","name","developer","publisher","price","ccu","score","Tags","Steam Page"
"2297","2333","2333","1681970","['Single-player', 'Steam Achievements', 'Steam Cloud']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/1681970/header.jpg?t=1652668064","Underdog Detective is a video-based playable, interactive story Set in the reign of Empress Wu Zetian of ancient China, you will play as a slum dweller in the imperial capital of Luoyang and embark on a thrilling yet comedic adventure! Traps and conspiracies, comradery and your unknown origin...","神都不良探 Underdog Detective","天津芸芸科技有限公司","天津芸芸科技有限公司","639","65","67","Story Rich, FMV, Choices Matter, RPG, Historical, Drama, Mystery, Multiple Endings, Comedy, Immersive Sim, Strategy, Colorful, Visual Novel, Exploration, Singleplayer, Lore Rich, Cinematic, Movie, Adventure, Interactive Fiction","https://store.steampowered.com/app/1681970"
"2298","2334","2334","221910","['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/221910/header.jpg?t=1637780220","The Stanley Parable is a first person exploration game. You will play as Stanley, and you will not play as Stanley. You will follow a story, you will not follow a story. You will have a choice, you will have no choice. The game will end, the game will never end.","The Stanley Parable","Galactic Cafe","Galactic Cafe","1499","64","88","Comedy, Narration, Indie, Walking Simulator, First Person, Funny, Psychological, Satire, Dynamic Narration, Adventure, Exploration, Multiple Endings, Singleplayer, Choices Matter, Story Rich, Short, Surreal, Atmospheric, Puzzle, Casual","https://store.steampowered.com/app/221910"
"2299","2335","2335","1015500","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","Simulation","https://cdn.akamai.steamstatic.com/steam/apps/1015500/header.jpg?t=1657748382","NOTE: All multiplayer servers for WWE 2K20 will be shutdown as of 6/30/2022. After that time, all game functions requiring online servers will no longer function.","WWE 2K20","Visual Concepts","2K","0","64","43","Sports, Simulation, Fighting, Multiplayer, Wrestling, Character Customization","https://store.steampowered.com/app/1015500"
"2300","2336","2336","1321450","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1321450/header.jpg?t=1657188582","From the THIEF SIMULATOR developers. It's the 80s. Steal VCRs, tapes, classic cars, and if you get caught, outrun the police!","American Theft 80s","Noble Muffins","PlayWay S.A.","1999","64","79","Action, Adventure, Stealth, Action Adventure, Heist, Immersive Sim, 1980s, 3D, Third Person, Crime, Parkour, Conversation, Open World, Driving, Singleplayer, Minigames, Nostalgia, Simulation, Sandbox, Indie","https://store.steampowered.com/app/1321450"
"2301","2338","2338","1262460","['Single-player']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1262460/header.jpg?t=1657041327","Zompiercer is a first-person shooter in the world of zombie apocalypse, filled with dangerous uniquely mutated zombies craving your flesh. Travel by train, which has become a haven for you, equip living wagons and create new equipment to survive.","Zompiercer","DDDimanN, Romenics","DDDimanN","1699","64","85","Early Access, Sandbox, FPS, Shooter, Action Adventure, Action RPG, 3D, First Person, Post apocalyptic, Horror, Funny, Base Building, Open World, Zombies, Casual, Action, Trains, Survival, Agriculture, Stealth","https://store.steampowered.com/app/1262460"
"2302","2339","2339","17440","['Single-player']","Simulation","https://cdn.akamai.steamstatic.com/steam/apps/17440/header.jpg?t=1615390501","Add horror and humor to your universe. Make grotesque beasts or cuddly critters, then watch them do the robot, zombie walk, break dance and more! Includes over 100 new items. 60 New parts 48 New paint options 24 New animations","SPORE Creepy & Cute Parts Pack","Maxis™","Electronic Arts","1999","64","53","Simulation, Open World, God Game, Singleplayer, Adventure, Funny, Sandbox, Cute, Strategy, Character Customization, Aliens, Sci fi, Space, Multiplayer, Action, RPG, Exploration, Family Friendly, Co op, Horror","https://store.steampowered.com/app/17440"
"2303","2340","2340","441550","['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Steam Cloud', 'Remote Play Together']","Strategy","https://cdn.akamai.steamstatic.com/steam/apps/441550/header.jpg?t=1586465783","It is a time of great upheaval. The first Death Star has been destroyed, marking a major victory for the Rebellion. But the Empire remains strong. As commander, you must choose to take control of either the Rebel Alliance or the Galactic Empire. Your goal: complete domination of the galaxy.","STAR WARS Rebellion","Coolhand Interactive","LucasArts, Lucasfilm, Disney","599","64","88","Strategy, Grand Strategy, Sci fi, Classic, 4X, RTS, Singleplayer, 1990s, Space","https://store.steampowered.com/app/441550"
"2304","2341","2341","1100260","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","Casual","https://cdn.akamai.steamstatic.com/steam/apps/1100260/header.jpg?t=1649344197","In this fast-paced multiplayer RTS, you and your friends will take control of your own tiny kingdoms and conquer a world made of circles. Each one is overflowing with enemies to fight, monsters to hunt and loot to hoard – but watch out... Friends can quickly become rivals!","Circle Empires Rivals","Luminous","Iceberg Interactive","674","64","90","Tactical, Multiplayer, Online Co Op, Top Down, Fantasy, Strategy, Fast Paced, Economy, Dragons, Competitive, PvP, PvE, Action, Team Based, Resource Management, Casual, Colorful, RTS, Cute, Base Building","https://store.steampowered.com/app/1100260"
"2305","2342","2342","298630","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']","Action","https://cdn.akamai.steamstatic.com/steam/apps/298630/header.jpg?t=1632240432","The Escapists provides players the opportunity of experiencing a light-hearted insight into everyday prison life with the main objective being that of escaping!","The Escapists","Mouldy Toof Studios","Team17","1799","64","71","Pixel Graphics, Strategy, Crafting, Singleplayer, 2D, Simulation, Indie, Action, Difficult, Survival, Adventure, Puzzle, RPG, Top Down, Sandbox, Funny, Multiplayer, Comedy, Co op, Roguelike","https://store.steampowered.com/app/298630"
"2306","2344","2344","447820","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Includes level editor', 'Includes Source SDK']","Action","https://cdn.akamai.steamstatic.com/steam/apps/447820/header.jpg?t=1648054343","Experience close-quarters battles in iconic WWII settings. Defend the line, storm the beach, torch the enemy, or use a radio to call in fire support. Day of Infamy is a teamwork-oriented shooter that will keep you on your toes and coming back for more with its diverse game modes and authentic arsenal.","Day of Infamy","New World Interactive","New World Interactive","1499","64","77","World War II, FPS, Multiplayer, War, Realistic, Action, Shooter, Military, Tactical, Singleplayer, First Person, Strategy, Historical, Co op, Gore, Indie, Simulation, Online Co Op, Open World, Early Access","https://store.steampowered.com/app/447820"
"2307","2345","2345","1004750","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']","Racing","https://cdn.akamai.steamstatic.com/steam/apps/1004750/header.jpg?t=1651564122","The most complete and authentic official WRC simulation yet. New physics for all surfaces, a completely redesigned career mode, dynamic weather conditions, 50 teams, 14 countries, 100 tracks, weekly challenges and an eSports mode…","WRC 8 FIA World Rally Championship","KT Racing","Nacon","599","64","77","Singleplayer, Score Attack, Racing, Driving, Sports, Automobile Sim, Physics, Time Management, Management, PvP, Competitive, eSports, 3D, First Person, Colorful, Open World, Third Person, Simulation, Realistic, Offroad","https://store.steampowered.com/app/1004750"
"2308","2346","2346","9340","['Single-player', 'Multi-player', 'Steam Cloud']","Action","https://cdn.akamai.steamstatic.com/steam/apps/9340/header.jpg?t=1603127339","The next chapter in the #1 rated RTS franchise thrusts players into a hellish war torn landscape to command two battle-hardened armies in relentless campaigns for honor and country. Players lead the tenacious British 2nd Army during the heroic World War II liberation of Caen, France, and command the German Panzer Elite as they struggle...","Company of Heroes: Opposing Fronts","Relic Entertainment","SEGA","1999","64","87","Strategy, RTS, World War II, Action, Singleplayer, Military, Multiplayer, Tactical, War, Tanks, Base Building, Historical, Co op, Simulation, Online Co Op","https://store.steampowered.com/app/9340"
"2309","2347","2347","290300","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV']","Action","https://cdn.akamai.steamstatic.com/steam/apps/290300/header.jpg?t=1586291149","Rebel Galaxy is a swashbuckling space adventure, with action-packed combat, exploration, discovery, trade, and “negotiation” with the outlandish denizens at the edge of the known universe.","Rebel Galaxy","Double Damage Games","Double Damage Games","1999","64","85","Space, Open World, Sci fi, RPG, Great Soundtrack, Adventure, Singleplayer, Space Sim, Action, Simulation, Indie, Sandbox, Atmospheric, Exploration, Third Person, Trading, Strategy, Arcade, Shooter, 2D","https://store.steampowered.com/app/290300"
"2310","2348","2348","410970","['Single-player', 'Multi-player']","Strategy","https://cdn.akamai.steamstatic.com/steam/apps/410970/header.jpg?t=1481191197","Forge an empire in a universe where population growth is stripping away planetary resources. Colonize unknown planets and trade with other races for their knowledge.","Master of Orion 1","SimTex","Wargaming Labs","599","64","91","Strategy, 4X, Turn Based, Space, Classic, Sci fi, Singleplayer, Turn Based Strategy, 2D, 1990s","https://store.steampowered.com/app/410970"
"2311","2349","2349","1273440","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Partial Controller Support', 'Steam Cloud']","Massively Multiplayer","https://cdn.akamai.steamstatic.com/steam/apps/1273440/header.jpg?t=1657185355","Become the star on festival of car culture and sports. Drift races and Free Style Drift tours on public roads with traffic. Huge game world, iconic tracks. Unique collection of cars. Wide range of tuning and styling options. Accurate physics: a sense of speed and lateral g-forces.","OverDrift Festival","OverDrift Crew","OverDrift Crew","2999","64","81","Racing, Simulation, Automobile Sim, Open World, Realistic, Sports, Driving, Multiplayer, 6DOF, PvP, Transportation, Massively Multiplayer, Physics, Singleplayer, 3D","https://store.steampowered.com/app/1273440"
"2312","2351","2351","1235110","['Single-player', 'Steam Achievements', 'Steam Cloud']","Indie","https://cdn.akamai.steamstatic.com/steam/apps/1235110/header.jpg?t=1645771332","Start a band, and take on the world in this music industry simulation/role-playing game. Success doesn't come without hard work, and making connections in your local music scene is the only path to stardom.","Rising Star 2","Gilligames","Gilligames","2999","64","95","Management, Simulation, Music, Strategy RPG, RPG, Open World, Indie, Rock Music, Singleplayer, First Person, Realistic, 3D, Retro, Economy, Physics, Character Customization, Procedural Generation, Inventory Management, Choices Matter, Resource Management","https://store.steampowered.com/app/1235110"
"2313","2352","2352","422900","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Includes level editor', 'Remote Play Together']","Indie","https://cdn.akamai.steamstatic.com/steam/apps/422900/header.jpg?t=1590083621","Build and design your own fleets and stand opposed to the Particulate in this physics/strategy/RTS/fleet hybrid. Build partially destructible and self repairing ships that interact with enemies less controlled by some scripted logic and more driven by a real time massive physics particle simulation.","Particle Fleet: Emergence","Knuckle Cracker","Knuckle Cracker","1499","64","93","Strategy, Indie, Simulation, Space, RTS, Real Time with Pause, Sci fi, 2D, Singleplayer, Pixel Graphics, Tower Defense, Great Soundtrack, Level Editor","https://store.steampowered.com/app/422900"
"2314","2353","2353","1979460","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1979460/header.jpg?t=1655715038","In this multiplayer survival, horror, and deduction game, eight streamers enter a mysterious old building, planning to get famous via a livestream, but two of them become possessed by evil spirits. They will kill their companions and sacrifice them at the altar to complete a sinister ritual.","Sinister Night","zstar","zstar","999","64","64","Horror, Multiplayer, Social Deduction, Supernatural, Psychological Horror, Detective, Online Co Op, Adventure, Survival Horror, Survival, Exploration, Action, Co op, 3D, First Person, Action Adventure, PvP, Gore, Violent, Indie","https://store.steampowered.com/app/1979460"
"2315","2354","2354","1469280","['Single-player', 'Steam Achievements', 'Partial Controller Support']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1469280/header.jpg?t=1626285534","Paint on any surfaces with numerous tools in Creative Space — a free sandbox version of SuchArt: Genius Artist Simulator. Create masterpieces, complete commissions, and decorate your studio in the most advanced artist sim!","SuchArt: Creative Space","Voolgi","HypeTrain Digital","0","64","98","Art, illustration","https://store.steampowered.com/app/1469280"
"2316","2355","2355","265300","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Action","https://cdn.akamai.steamstatic.com/steam/apps/265300/header.jpg?t=1635242250","Plunge into a dark fantasy Action-RPG, harnessing powerful magic alongside a satisfying combat system. When the tyrannical god, Adyr, invades the human realm seeking vengeance for his imprisonment, humanity calls upon an unlikely defender… a convicted sinner named Harkyn.","Lords Of The Fallen","CI Games, Deck 13","CI Games","2999","64","73","Souls like, Dark Fantasy, RPG, Action RPG, Difficult, Action, Fantasy, Lore Rich, Singleplayer, Third Person, Adventure, Violent, Medieval, Dark, Story Rich, Atmospheric, Magic, Exploration, Open World, Replay Value","https://store.steampowered.com/app/265300"
"2317","2356","2356","757310","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/757310/header.jpg?t=1656001443","Embark on a unique and unforgettable journey and guide Sable through her Gliding; a rite of passage that will take her across vast deserts and mesmerizing landscapes, capped by the remains of spaceships and ancient wonders.","Sable","Shedworks","Raw Fury","2499","64","76","Exploration, Open World, Adventure, Story Rich, Puzzle, 3D Platformer, Female Protagonist, Stylized, Platformer, Relaxing, Puzzle Platformer, Sci fi, Singleplayer, Atmospheric, Comic Book, Third Person, Lore Rich, Indie, Spaceships, RPG","https://store.steampowered.com/app/757310"
"2318","2357","2357","391000","['Single-player', 'Steam Trading Cards']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/391000/header.jpg?t=1632493431","Enjoy the farmhouse gems with this solid set of 12 Farm Frenzy titles! Join Scarlett throughout all of her adventures in hundreds of farming challenges. Raise chickens, ostriches, and dolphins. Bake cakes, grow crops, and sell items at markets. It's an all-out farming assault with one of the most enjoyed series ever!","Farm Frenzy Collection","Alawar Entertainment","Buka Entertainment","1999","64","96","Casual, Strategy, Simulation, Indie, Adventure, Time Management, Female Protagonist, Atmospheric, Farming","https://store.steampowered.com/app/391000"
"2319","2358","2358","1130410","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1130410/header.jpg?t=1641562480","Speed through a gorgeous retrowave world using parkour skills and a grappling hook to scale and ride walls in this fast-paced, 3D platformer. Blast enemies, manipulate time and abuse physics to avoid falling to your death.","Cyber Hook","Blazing Stick","Graffiti Games","374","63","95","Indie, 3D Platformer, Parkour, Action, Fast Paced, Time Attack, First Person, Singleplayer, Platformer, Retro, FPS, 1980s, Arcade, Racing, Shooter, Precision Platformer, 3D, Colorful, Minimalist, Old School","https://store.steampowered.com/app/1130410"
"2320","2359","2359","434050","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support']","Action","https://cdn.akamai.steamstatic.com/steam/apps/434050/header.jpg?t=1573071886","Frag like it’s 1996 – this time with even more asses to kick! Join the world’s greatest action hero in Duke Nukem 3D: 20th Anniversary World Tour as he saves Earth once again, kicking alien ass and saving babes across the globe along the way.","Duke Nukem 3D: 20th Anniversary World Tour","Nerve Software, Gearbox Software, LLC","Gearbox Publishing","1999","63","72","FPS, Classic, Action, Gore, First Person, 1990s, Retro, Shooter, Adventure, Singleplayer, Funny, Multiplayer, Nudity, Aliens, Comedy, Great Soundtrack, Co op, Memes, Remake, Online Co Op","https://store.steampowered.com/app/434050"
"2321","2360","2360","320430","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Steam Turn Notifications']","Casual","https://cdn.akamai.steamstatic.com/steam/apps/320430/header.jpg?t=1647890516","Ascension: Deckbuilding Game is now available for your PC and Mac, complete with 9 full expansion decks! Play alone or with friends to battle against the Fallen One for honor and victory. Conceived and designed by Justin Gary, Ascension will provide hours of engaging and strategic game play for enthusiasts and experienced gamers alike.","Ascension: Deckbuilding Game","Playdek, Inc.","Playdek, Inc.","1299","63","88","Deckbuilding, Card Battler, Board Game, Tabletop, Card Game, Trading Card Game, Singleplayer, Asynchronous Multiplayer, Turn Based, Multiplayer, Fantasy, Hand drawn, Sci fi, Strategy, Tactical, Local Multiplayer, 2D, PvP, Casual, Story Rich","https://store.steampowered.com/app/320430"
"2322","2361","2361","1764530","['Single-player']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/1764530/header.jpg?t=1634787140","Sailing simulator featuring realistic sailing physics and a vast open world to explore. Embark on cargo delivery missions, customize your boat, try fishing and cooking. A relaxing day sail, or an epic ocean voyage? Your sailing adventure starts here!","Sailwind","Raw Lion Workshop","Raw Lion Workshop","1999","63","93","Early Access, Simulation, Sailing, Open World, Survival, Immersive Sim, Relaxing, Adventure, Fishing, Transportation, Exploration, Atmospheric, Life Sim, Choose Your Own Adventure, Cooking, Resource Management, Trading, Family Friendly, Minimalist, First Person","https://store.steampowered.com/app/1764530"
"2323","2362","2362","10270","['Single-player', 'Multi-player']","RPG","https://cdn.akamai.steamstatic.com/steam/apps/10270/header.jpg?t=1644238610","A true reincarnation of the legendary series!The Almighty has turned away from Nevendaar and its denizens. He is busy thinking about the fate of the world. Above Nevendaar, rent by perpetual wars, a new star flashed out. What will it bring with it? Who will claim its great power? Immerse in the struggle of four powerful races!","Disciples III: Reincarnation","Akella","Kalypso Media Digital","999","63","72","RPG, Strategy, Turn Based Strategy, Turn Based, Fantasy, Dark Fantasy, Singleplayer, Multiplayer, Gothic, Atmospheric, Classic, Adventure","https://store.steampowered.com/app/10270"
"2324","2363","2363","919360","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']","Action","https://cdn.akamai.steamstatic.com/steam/apps/919360/header.jpg?t=1656604804","Set in a vibrant fantasy world, Alaloth offers fast-paced action with a deep narrative, bringing ARPG dynamics to a new level with a skill-based gameplay inspired by great classics and modern masterpieces.","Alaloth: Champions of The Four Kingdoms","Gamera Interactive","Gamera Interactive","2499","63","75","Early Access, Action RPG, Souls like, Isometric, Hack and Slash, Fantasy, Dungeon Crawler, Sandbox, Dark Fantasy, Singleplayer, RPG, Open World, Lore Rich, Story Rich, CRPG, Top Down, Nonlinear, Swordplay, Magic, Exploration","https://store.steampowered.com/app/919360"
"2325","2364","2364","1882280","['Single-player']","RPG","https://cdn.akamai.steamstatic.com/steam/apps/1882280/header.jpg?t=1648567939","The Forgotten Realm Archives - Collection Two brings a healthy mix of “Gold Box” and nostalgia goodness to your PC, along with a combination of adventure builders, turn-based and real-time role-playing gameplay.","Forgotten Realms: The Archives - Collection Two","Stormfront Studios, Strategic Simulations","SNEG","999","63","93","RPG, Party Based RPG, Dungeons & Dragons, Fantasy, Turn Based Tactics, Old School, Exploration, Action, Singleplayer, Retro, 1990s","https://store.steampowered.com/app/1882280"
"2326","2365","2365","706990","['Multi-player', 'PvP', 'Online PvP', 'In-App Purchases']","Action","https://cdn.akamai.steamstatic.com/steam/apps/706990/header.jpg?t=1577669156","Procedural cubic 3D-shooter in the best traditions of the genre. The game is a rich cocktail consisting of the most popular and functional gaming solutions. Customization of characters, opening cases and improving the existing arsenal — all this is available in the game now.","BLOCKPOST","Skullcap Studios","Skullcap Studios","0","63","74","Shooter, Sci fi, Adventure, Multiplayer, Space, Strategy, Singleplayer, Co op, Third Person Shooter, Online Co Op, Action, Vehicular Combat, First Person, PvP, Split Screen, Combat, Third Person, Aliens, FPS, Atmospheric","https://store.steampowered.com/app/706990"
"2327","2367","2367","7760","['Single-player']","Strategy","https://cdn.akamai.steamstatic.com/steam/apps/7760/header.jpg?t=1571243544","You are in control of X-COM: an organization formed by the world's governments to fight the ever-increasing alien menace.","X-COM: UFO Defense","MicroProse Software, Inc","2K","499","63","95","Strategy, Classic, Turn Based Strategy, Sci fi, Turn Based, Aliens, Tactical, Singleplayer, Turn Based Tactics, Difficult, Isometric, Old School, Unforgiving, Base Building, 1990s, Addictive, Retro, Simulation, Atmospheric, Management","https://store.steampowered.com/app/7760"
"2328","2368","2368","765410","['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Stats']","Action","https://cdn.akamai.steamstatic.com/steam/apps/765410/header.jpg?t=1658194888","A unique take on the popular genre of battle royales. Multiple fast pace rounds that rewards kills just as much as being the last alive. Team up, take revenge, and be the last bean standing.","Bean Battles","Gupa Games","Gupa Games","99","63","95","Action, Violent, Indie, Multiplayer, Battle Royale, Shooter, Great Soundtrack, Memes, Dating Sim, NSFW, Horror, Story Rich, God Game, Epic, Family Friendly, Funny, FPS, Difficult, Atmospheric, Walking Simulator","https://store.steampowered.com/app/765410"
"2329","2369","2369","1283410","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1283410/header.jpg?t=1655998997","Tails of Iron is an epic RPG Adventure with punishingly brutal combat. As Redgi, heir to the throne, you must embark on a perilous quest to reclaim your Kingdom. Explore a deceivingly charming world. Assemble a band of brave companions. Banish the merciless Frog clan!","Tails of Iron","Odd Bug Studio","United Label, CI Games","2499","63","81","Action RPG, Souls like, Adventure, 2D, Action Adventure, Story Rich, Combat, Difficult, Narration, RPG, Action, Fantasy, Singleplayer, Atmospheric, Dark Fantasy, Medieval, Character Customization, 2.5D, Swordplay, Inventory Management","https://store.steampowered.com/app/1283410"
"2330","2370","2370","2060480","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats']","Casual","https://cdn.akamai.steamstatic.com/steam/apps/2060480/header.jpg?t=1657155966","PomoFarm is half focus timer and half idle farming game! As Tomato the Duck, grow your farm as you focus on tasks in the real world!","PomoFarm","wormpod","wormpod","499","63","97","Casual, Farming Sim, Time Management, Idler, Cute, Simulation, Pixel Graphics, 2D, Colorful, Top Down, Family Friendly, Management, Nature, Relaxing, Resource Management, Tutorial, Singleplayer, Cozy, Farming, Indie","https://store.steampowered.com/app/2060480"
"2331","2371","2371","507490","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Includes level editor']","Indie","https://cdn.akamai.steamstatic.com/steam/apps/507490/header.jpg?t=1637246005","A massive-scale real-time strategy game where you command entire armies on a dynamic battlefield. Conquer multiple worlds across several single-player campaigns; or play with your friends in multiplayer combat.","Ashes of the Singularity: Escalation","Stardock Entertainment, Oxide Games","Stardock Entertainment","2999","63","81","RTS, PvP, Base Building, Real Time Tactics, Moddable, Strategy, Online Co Op, Sci fi, Transhumanism, Military, Simulation, Isometric, Building, Dark, Futuristic, Robots, Co op, Singleplayer, Multiplayer, War","https://store.steampowered.com/app/507490"
"2332","2372","2372","1042490","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/1042490/header.jpg?t=1656001349","Call of the Sea is an otherworldly tale of mystery and love set in the 1930s South Pacific. Explore a lush island paradise, solve puzzles and unlock secrets in the hunt for your husband’s missing expedition.","Call of the Sea","Out of the Blue Games","Raw Fury","1099","63","78","Adventure, Puzzle, Story Rich, First Person, Female Protagonist, Lovecraftian, Indie, Atmospheric, Mystery, Casual, Exploration, Colorful, Singleplayer, Investigation, Narration, Walking Simulator, Historical, Surreal, Emotional, 3D","https://store.steampowered.com/app/1042490"
"2333","2373","2373","46500","['Single-player', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/46500/header.jpg?t=1635273540","Join Kate Walker as she travels to remote locations and time periods in this timeless voyage to discover her true destiny.","Syberia","Microids","Microids","1299","63","82","Adventure, Point & Click, Puzzle, Female Protagonist, Casual, Steampunk, Atmospheric, Story Rich, Mystery, Classic, Singleplayer, Escape Room, Great Soundtrack, Beautiful, Third Person, Sci fi, Hidden Object, 2.5D, Nostalgia","https://store.steampowered.com/app/46500"
"2334","2374","2374","1695840","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Partial Controller Support']","Indie","https://cdn.akamai.steamstatic.com/steam/apps/1695840/header.jpg?t=1656373210","Fear Therapy, is a multiplayer(1-4) and single player psychological horror game.Try to complete the quests and leave the horror house before it is too late! Satan getting angrier every second and nothing holding it back.","Fear Therapy","Black Flag 1312","Black Flag 1312","499","63","65","Horror, Multiplayer, Psychological Horror, Co op, Early Access, Indie, Violent, First Person, Demons, Survival Horror, Supernatural, PvE, Dark, Difficult, Psychological, PvP, Investigation, Thriller, Mystery, Realistic","https://store.steampowered.com/app/1695840"
"2335","2375","2375","218680","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/218680/header.jpg?t=1454964134","The best-selling, award-winning franchise is back – on your home PC in gorgeous HD for the first time.","Scribblenauts Unlimited","5th Cell Media","Warner Bros. Interactive Entertainment","1999","63","75","Puzzle, Casual, Adventure, Sandbox, Family Friendly, Singleplayer, 2D, Funny, Open World, Comedy, Cute, Education, Strategy, Fantasy, Moddable, Platformer, Replay Value, Multiplayer, Action, Indie","https://store.steampowered.com/app/218680"
"2336","2376","2376","3170","['Single-player', 'Steam Cloud']","RPG","https://cdn.akamai.steamstatic.com/steam/apps/3170/header.jpg?t=1656591129","King's Bounty: Armored Princess is a sequel to the critically acclaimed King’s Bounty: The Legend.","King's Bounty: Armored Princess","Katauri Interactive","Fulqrum Publishing","999","63","82","RPG, Turn Based Strategy, Strategy, Fantasy, Female Protagonist, Turn Based, Hex Grid, Singleplayer, Adventure, Tactical, Open World, Turn Based Combat, Tactical RPG, Classic, Great Soundtrack","https://store.steampowered.com/app/3170"
"2337","2377","2377","242700","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV']","Action","https://cdn.akamai.steamstatic.com/steam/apps/242700/header.jpg?t=1592590114","Injustice: Gods Among Us Ultimate Edition enhances the bold new franchise to the fighting game genre from NetherRealm Studios. Featuring six new playable characters, over 30 new skins, and 60 new S.T.A.R. Labs missions, this edition packs a punch.","Injustice: Gods Among Us Ultimate Edition","NetherRealm Studios, High Voltage Software","Warner Bros. Interactive Entertainment","1999","63","79","Fighting, Superhero, Action, Multiplayer, Comic Book, Local Multiplayer, Singleplayer, Controller, 2D Fighter, Beat em up, Arcade, Competitive, 2.5D, Story Rich, Atmospheric, 2D, 3D Vision, Great Soundtrack, Gore, Co op","https://store.steampowered.com/app/242700"
